DATETIME,CARRY,CARRY_CONTRACT,PRICE,PRICE_CONTRACT,FORWARD,FORWARD_CONTRACT,DIVIDEND_YIELD,FUNDING_COST
1981-08-26,1.875,,1.875,,1.875,,0.0,0.1701
1981-08-27,1.90625,,1.90625,,1.90625,,0.0,0.1701
1981-08-28,1.90625,,1.90625,,1.90625,,0.0,0.1701
1981-08-31,1.90625,,1.90625,,1.90625,,0.0,0.1701
1981-09-01,1.875,,1.875,,1.875,,0.0,0.1701
1981-09-02,1.875,,1.875,,1.875,,0.0,0.1664999999999999
1981-09-03,1.875,,1.875,,1.875,,0.0,0.1696
1981-09-04,1.84375,,1.84375,,1.84375,,0.0,0.1664
1981-09-08,1.84375,,1.84375,,1.84375,,0.0,0.1654
1981-09-09,1.84375,,1.84375,,1.84375,,0.0,0.1639
1981-09-10,1.84375,,1.84375,,1.84375,,0.0,0.159
1981-09-11,1.84375,,1.84375,,1.84375,,0.0,0.1576
1981-09-14,1.875,,1.875,,1.875,,0.0,0.1527
1981-09-15,1.875,,1.875,,1.875,,0.0,0.1516
1981-09-16,1.875,,1.875,,1.875,,0.0,0.151
1981-09-17,1.90625,,1.90625,,1.90625,,0.0,0.1518
1981-09-18,1.9375,,1.9375,,1.9375,,0.0,0.1507
1981-09-21,1.9375,,1.9375,,1.9375,,0.0,0.1498
1981-09-22,1.9375,,1.9375,,1.9375,,0.0,0.1551
1981-09-23,1.90625,,1.90625,,1.90625,,0.0,0.1494
1981-09-24,1.90625,,1.90625,,1.90625,,0.0,0.1494
1981-09-25,1.90625,,1.90625,,1.90625,,0.0,0.1502
1981-09-28,1.90625,,1.90625,,1.90625,,0.0,0.1482
1981-09-29,1.90625,,1.90625,,1.90625,,0.0,0.1485999999999999
1981-09-30,1.875,,1.875,,1.875,,0.0,0.1505
1981-10-01,1.84375,,1.84375,,1.84375,,0.0,0.1533
1981-10-02,1.84375,,1.84375,,1.84375,,0.0,0.154
1981-10-05,1.84375,,1.84375,,1.84375,,0.0,0.1498
1981-10-06,1.84375,,1.84375,,1.84375,,0.0,0.1461
1981-10-07,1.84375,,1.84375,,1.84375,,0.0,0.1454
1981-10-08,1.875,,1.875,,1.875,,0.0,0.1438
1981-10-09,1.90625,,1.90625,,1.90625,,0.0,0.1396
1981-10-12,1.90625,,1.90625,,1.90625,,0.0,0.1396
1981-10-13,1.9375,,1.9375,,1.9375,,0.0,0.1417
1981-10-14,1.9375,,1.9375,,1.9375,,0.0,0.1397
1981-10-15,1.90625,,1.90625,,1.90625,,0.0,0.14
1981-10-16,1.90625,,1.90625,,1.90625,,0.0,0.1418
1981-10-19,1.90625,,1.90625,,1.90625,,0.0,0.142
1981-10-20,1.90625,,1.90625,,1.90625,,0.0,0.1413
1981-10-21,1.90625,,1.90625,,1.90625,,0.0,0.1417
1981-10-22,1.90625,,1.90625,,1.90625,,0.0,0.1398
1981-10-23,1.90625,,1.90625,,1.90625,,0.0,0.1387
1981-10-26,1.90625,,1.90625,,1.90625,,0.0,0.1396
1981-10-27,1.96875,,1.96875,,1.96875,,0.0,0.1402
